Segment,(1) User signed in,(2) offer list page printed
1071033,1,0
1071039,1,0
1071046,1,0
1071058,1,0
1071065,1,0
1071102,1,0
1071106,1,0
1071107,1,0
1071116,1,0
1071121,1,1
1071144,1,0
1071166,1,0
1071189,1,0
1071214,1,0
1071216,1,0
1071217,1,0
1071231,1,0
1071245,1,0
1071349,1,0
1071401,1,1
1071437,1,0
1071445,1,0
1071451,1,0
1071455,1,0
1071521,1,0
1071538,1,0
1071540,1,0
1071543,1,0
1071569,1,0
1071574,1,0
1071581,1,0
1071611,1,0
1071613,1,0
1071620,1,0
1071624,1,0
1071633,1,0
1071687,1,0
1071689,1,0
1071693,1,0
1071697,1,0
1071719,1,0
1071742,1,0
1071748,1,0
1071752,1,0
1071760,1,0
1071762,1,0
1071771,1,0
1071783,1,0
1071794,1,0
1071816,1,0
1071831,1,0
1071848,1,0
1071868,1,0
1071963,1,0
1071991,1,0
1071997,1,0
1072022,1,0
1072089,1,0
1072116,1,0
1072157,1,0
1072175,1,0
1072184,1,0
1072202,1,0
1072213,1,0
1072232,1,0
1072295,1,0
1072324,1,0
1072325,1,0
1072332,1,0
1072371,1,0
1072403,1,0
1072423,1,0
1072425,1,0
1072433,1,0
1072448,1,0
1072481,1,0
1072483,1,0
1072489,1,0
1072522,1,0
1072523,1,0
1072537,1,0
1072561,1,0
1072567,1,0
1072571,1,0
1072597,1,0
1072598,1,0
1072640,1,0
1072647,1,0
1072653,1,0
1072677,1,0
1072686,1,0
1072693,1,1
1072746,1,0
1072807,1,0
1072816,1,0
1072831,1,0
1072957,1,0
1072977,1,0
1072993,1,0
1073050,1,0
1073052,1,0
1073076,1,0
1073084,1,0
1073103,1,0
1073122,2,0
1073148,1,0
1073159,1,0
1073180,1,0
1073186,1,0
1073231,1,0
1073237,1,0
1073246,1,0
1073254,1,0
1073335,1,0
1073413,1,0
1073425,1,0
1073431,1,0
1073466,1,0
1073471,1,0
1073478,1,0
1073515,1,0
1073526,1,0
1073557,1,0
1073558,1,0
1073565,1,0
1073581,1,0
1073669,1,0
1073727,1,0
1073730,1,0
1073773,1,0
1073809,1,0
1073821,1,0
1073844,1,0
1073848,1,0
1073877,1,0
1073879,1,0
1073882,1,0
1073898,1,0
1073908,1,0
1073941,1,0
1073944,1,0
1073954,1,0
1073966,1,0
1074013,1,0
1074030,1,0
1074045,1,0
1074052,1,0
1074055,1,0
1074084,1,0
1074155,1,0
1074187,1,0
1074204,1,0
1074212,1,0
1074258,1,0
1074261,1,0
1074295,1,0
1074305,1,0
1074356,1,0
1074362,1,0
1074403,1,0
1074411,1,0
1074413,1,0
1074450,1,0
1074457,1,0
1074459,1,0
1074468,1,0
1074481,1,0
1074507,1,0
1074521,1,0
1074530,1,0
1074579,1,0
1074588,1,0
1074701,1,0
1074712,1,0
1074730,1,0
1074732,1,0
1074805,1,0
1074826,1,0
1074854,1,0
1074857,1,0
1074897,1,0
1074902,1,0
1074909,1,0
1074925,1,0
1074973,1,0
1074994,1,0
1075005,1,0
1075073,1,0
1075122,1,0
1075125,1,0
1075140,1,0
1075172,1,0
1075177,1,0
1075192,1,0
1075220,1,0
1075221,1,0
1075237,1,0
1075328,1,0
1075333,1,0
1075389,1,0
1075421,1,0
1075439,1,0
1075518,1,0
1075646,1,0
1075662,1,0
1075682,1,0
1075688,1,0
1075713,1,0
1075718,1,0
1075733,1,0
1075745,1,0
1075746,1,0
1075750,1,0
1075776,1,0
1075789,1,0
1075798,1,0
1075902,1,0
1075904,1,0
1075928,1,0
1075959,1,0
1075974,1,0
1076019,1,0
1076030,1,0
1076034,1,0
1076058,1,0
1076065,1,0
1076069,1,0
1076085,1,0
1076153,1,0
1076163,1,0
1076164,1,0
1076165,1,0
1076185,1,0
1076209,1,0
1076234,1,0
1076250,1,0
1076258,1,0
1076259,1,0
1076260,1,0
1076276,1,1
1076294,1,0
1076311,1,0
1076387,1,0
1076394,1,0
1076397,1,0
1076403,1,0
1076407,1,0
1076465,1,0
1076473,1,0
1076476,1,0
1076497,1,0
1076506,1,0
1076526,1,0
1076590,1,0
1076641,1,0
1076651,1,0
1076656,1,0
1076688,1,0
1076703,1,0
1076723,1,0
1076748,1,0
1076754,1,0
1076769,1,0
1076793,1,0
1076803,1,0
1076852,1,0
1076861,1,0
1076866,1,0
1076991,1,0
1077008,1,0
1077023,1,0
1077024,1,0
1077039,1,0
1077110,1,0
1077136,1,0
1077210,1,0
1077249,1,0
1077259,1,0
1077278,1,0
1077309,1,0
1077312,1,0
1077320,1,0
1077322,1,0
1077352,1,0
1077378,1,0
1077445,1,0
1077458,1,0
1077460,1,0
1077477,1,0
1077559,1,0
1077617,1,0
1077624,1,0
1077626,1,0
1077673,1,0
1077716,1,0
1077743,1,0
1077753,1,0
1077754,1,0
1077805,1,0
1077808,1,0
1077812,1,0
1077831,1,0
1077841,1,0
1077881,1,0
1077897,1,0
1077909,1,0
1077954,1,0
1078010,1,0
1078019,1,0
107804,1,0
1078048,1,0
1078076,1,0
1078101,1,0
1078133,1,0
1078186,1,0
1078280,1,0
1078288,1,0
1078310,1,0
1078340,1,0
1078354,1,0
1078425,1,0
1078426,1,0
1078432,1,0
1078463,1,0
1078465,1,0
1078480,1,0
1078506,1,0
1078528,1,0
1078541,1,0
1078566,1,0
1078576,1,0
1078620,1,0
1078636,1,0
1078651,1,0
1078666,1,0
1078716,1,0
1078718,1,0
1078734,1,0
1078738,1,0
1078759,1,0
1078765,1,0
1078768,1,0
1078776,1,0
1078777,1,0
1078805,1,0
1078832,1,0
1078863,1,0
1078873,1,0
1078895,1,0
1078897,1,0
1078924,1,0
1078946,1,0
1078969,1,0
1079023,1,0
1079025,1,0
1079032,1,0
1079095,1,0
1079113,1,0
1079114,1,0
1079117,1,0
1079136,1,0
1079140,1,0
1079146,1,0
1079161,1,0
1079168,1,0
1079205,1,0
1079207,1,0
1079216,1,0
1079231,1,0
1079250,1,0
1079251,1,0
1079253,1,0
1079273,1,0
1079278,1,0
1079284,1,0
1079307,1,0
1079308,1,0
1079315,1,0
1079331,1,0
1079367,1,0
1079431,1,0
1079481,1,0
1079490,1,0
1079508,1,0
1079509,1,0
1079546,1,0
1079553,1,0
1079558,1,0
1079578,1,0
1079618,1,0
1079649,1,0
1079674,1,0
1079678,1,0
1079693,1,0
1079736,1,0
1079753,1,0
1079768,1,0
1079770,1,0
1079775,1,0
1079777,1,0
1079778,1,0
1079786,1,0
1079793,1,0
1079835,1,0
1079869,1,0
1079874,1,0
1079886,1,0
1079897,1,0
1079929,1,0
1079942,1,0
1079994,1,0
1079997,1,0
1080000,1,0
1080019,1,0
1080058,1,0
1080084,1,0
1080088,1,0
1080096,1,0
1080115,1,0
1080116,1,0
1080126,1,0
1080141,1,0
1080150,1,0
1080172,1,0
1080190,1,0
1080218,1,0
1080245,1,0
1080250,1,0
1080279,1,0
1080306,1,0
1080309,1,0
1080322,1,0
1080326,1,0
1080364,1,0
1080367,1,0
1080375,1,0
1080396,1,0
1080402,1,0
1080471,1,0
1080534,1,0
1080541,1,0
1080560,1,0
1080575,1,0
1080625,1,0
1080632,1,0
1080645,1,0
1080655,1,0
1080669,1,0
1080674,1,0
1080709,1,0
1080716,1,0
1080756,1,0
1080789,1,0
1080799,1,0
1080811,1,0
1080818,1,0
1080847,1,0
1080920,1,0
1080929,1,0
1080930,1,0
1080943,1,0
1080958,1,0
1081004,1,0
1081066,1,0
1081095,1,0
1081103,1,0
1081121,1,0
1081142,1,0
1081192,1,0
1081210,1,0
1081211,1,0
1081213,1,0
1081260,1,0
1081324,1,0
1081350,1,0
1081369,1,0
1081372,1,0
1081421,1,0
1081513,1,0
1081569,1,0
1081598,1,0
1081674,1,0
1081744,1,0
1081753,1,0
1081826,1,0
1081841,1,0
1081882,1,0
1081933,1,0
1081943,1,0
1082033,1,0
1082039,1,0
1082113,1,0
1082116,1,0
1082131,1,0
1082141,1,0
1082144,1,0
1082160,1,0
1082196,1,0
1082197,1,0
1082209,1,0
1082262,1,0
1082266,1,0
1082271,1,0
1082277,1,0
1082278,1,0
1082311,1,0
1082341,1,0
1082365,1,0
1082436,1,0
1082503,1,0
1082522,1,0
1082564,1,0
1082613,1,0
1082638,1,0
1082642,1,0
1082664,1,0
1082670,1,0
1082677,1,0
1082708,1,0
1082724,1,0
1082754,1,0
1082761,1,0
1082767,1,0
1082768,1,0
1082828,1,0
1082830,1,0
1082840,1,0
1082867,1,0
1082885,1,0
1082887,1,0
1082888,1,0
1082939,1,0
1082985,1,0
1082997,1,0
1083023,1,0
1083025,1,0
1083040,1,0
1083053,1,0
1083061,1,0
1083076,1,0
1083092,1,0
1083100,1,0
1083126,1,0
1083129,1,0
1083139,1,0
1083176,1,0
1083210,1,0
1083261,1,0
1083272,1,0
1083276,1,0
1083295,1,0
1083365,1,0
1083400,1,0
1083436,1,0
1083458,1,0
1083462,1,0
1083483,1,0
1083572,1,0
1083589,1,0
1083634,1,0
1083696,1,0
1083715,1,0
1083721,1,0
1083744,1,0
1083748,1,0
1083757,1,0
1083788,1,0
1083826,1,0
1083888,1,0
1083894,1,0
1083944,1,0
1083954,1,0
1083973,1,0
1084001,1,0
1084002,1,0
1084031,1,0
1084052,1,0
1084115,1,0
1084140,1,0
1084145,1,0
1084165,1,0
1084213,1,0
1084216,1,0
1084224,1,0
1084243,1,0
1084275,1,0
1084299,1,0
1084319,1,0
1084408,1,0
1084433,1,0
1084466,1,0
1084502,1,0
1084505,1,0
1084521,1,0
1084552,1,0
1084560,1,0
1084572,1,0
1084581,1,0
1084584,1,0
1084586,1,0
1084594,1,0
1084637,1,0
1084672,1,0
1084675,1,0
1084676,1,0
1084696,1,0
1084714,1,0
1084748,1,0
1084798,1,0
1084840,1,0
1084850,1,0
1084861,1,0
1084897,1,0
1084974,1,0
1084984,1,0
1084998,1,0
1085053,1,0
1085071,1,0
1085106,1,0
1085112,1,0
1085184,1,0
1085187,1,0
1085213,1,0
1085233,1,0
1085278,1,0
1085291,1,0
1085347,1,0
1085381,1,0
1085383,1,0
1085442,1,0
1085443,1,0
1085463,1,0
1085478,1,0
108548,1,0
1085516,1,0
1085523,1,0
1085526,1,0
1085549,1,0
1085574,1,0
1085577,1,0
1085586,1,0
1085595,1,0
1085598,1,0
1085642,1,0
1085673,1,0
1085700,1,0
1085703,1,0
1085713,1,0
1085714,1,0
1085728,1,0
1085730,1,0
1085743,1,0
1085745,1,0
1085782,1,0
1085788,1,0
1085794,1,0
1085832,1,0
1085838,1,0
1085854,1,0
1085870,1,0
1085871,1,0
1085877,1,0
1085883,1,0
1085886,1,0
1085889,1,0
1085924,1,0
1085949,1,0
1086030,1,0
1086036,1,0
1086085,1,0
1086121,1,0
1086128,1,0
1086165,1,0
1086179,1,0
1086260,1,0
1086310,1,0
1086313,1,0
1086340,1,0
1086408,1,0
1086418,1,0
1086422,1,0
1086439,1,0
1086458,1,0
1086494,1,0
1086502,1,0
1086527,1,0
1086537,1,0
1086563,1,0
1086632,1,0
1086674,1,0
1086683,1,0
1086690,1,0
1086706,1,0
1086707,1,0
1086721,1,0
1086735,1,0
1086748,1,0
1086752,1,0
1086756,1,0
1086816,1,0
1086821,1,0
1086826,1,0
1086851,1,0
1086872,1,0
1086882,1,0
1086892,1,0
1086905,1,0
1086931,1,0
1086940,1,0
1086949,1,0
1086977,1,0
1086978,1,0
1086987,1,0
1087040,1,0
1087111,1,0
1087129,1,0
1087179,1,0
1087185,1,0
1087222,1,0
1087257,1,0
1087275,1,0
1087295,1,0
1087303,1,0
1087378,1,0
1087383,1,0
1087387,1,0
1087447,1,0
1087507,1,0
1087523,1,0
1087539,1,0
1087542,1,0
1087555,1,0
1087568,1,0
1087659,1,0
1087660,1,0
1087709,1,0
1087721,1,0
1087764,1,0
1087769,1,0
1087774,1,0
1087803,1,0
1087827,1,0
1087846,1,0
1087848,1,0
1087854,1,0
1087899,1,0
1087900,1,0
1087976,1,0
1087986,1,0
1088071,1,0
1088106,1,0
1088140,1,0
1088148,1,0
1088157,1,0
1088171,1,0
1088197,1,0
1088201,1,0
1088250,1,0
1088257,1,0
1088345,1,0
1088361,1,0
1088432,1,0
1088478,1,0
1088495,1,0
1088501,1,0
1088518,1,0
1088542,1,0
1088687,1,0
1088712,1,0
1088724,1,0
1088813,1,0
1088868,1,0
1088877,1,0
1088884,1,0
1088896,1,0
1088915,1,0
1088917,1,0
1088934,1,0
1088994,1,0
1088998,1,0
1089044,1,0
1089049,1,0
1089202,1,0
1089235,1,0
1089245,1,0
1089278,1,0
1089279,1,0
1089288,1,0
1089320,1,0
1089393,1,0
1089405,1,0
1089416,1,0
1089428,1,0
1089446,1,0
1089453,1,0
1089568,1,0
1089589,1,0
1089644,1,0
1089651,1,0
1089655,1,0
1089715,1,0
1089760,1,0
1089770,1,0
1089773,1,0
1089782,1,0
1089808,1,0
1089817,1,0
1089824,1,0
1089844,1,0
1089845,1,0
1089860,1,0
1089890,1,0
1089926,1,0
1089931,1,0
1089963,1,0
1090002,1,0
1090014,1,0
1090024,1,0
1090053,1,0
1090075,1,0
1090098,1,0
1090104,1,0
1090142,1,0
1090159,1,0
1090165,1,0
1090203,1,0
1090234,1,0
1090242,1,0
1090263,1,0
1090323,1,0
1090343,1,0
1090352,1,0
1090381,1,0
1090514,1,0
1090527,1,0
1090573,1,0
1090576,1,0
1090624,1,0
1090651,1,0
1090653,1,0
1090670,1,0
1090716,1,0
1090744,1,0
1090764,1,0
1090791,1,0
1090799,1,0
1090853,1,0
1090858,1,0
1090864,1,0
1090906,1,0
1090914,1,0
1090917,1,0
1090921,1,0
1090925,1,0
1090998,1,0
1091009,1,0
1091019,1,0
1091064,1,0
1091121,1,0
1091186,1,0
1091236,1,0
1091348,1,0
1091361,1,0
1091411,1,0
1091430,1,0
1091497,1,0
1091559,1,0
1091587,1,0
1091606,1,0
1091694,1,0
1091713,1,0
1091724,1,0
1091735,1,0
1091741,1,0
1091750,1,0
1091761,1,0
1091795,1,0
1091842,1,0
1091846,1,0
1091914,1,0
1091948,1,0
1091987,1,0
1092027,1,0
1092038,1,0
1092046,1,0
1092087,1,0
1092121,1,0
1092173,1,0
1092207,1,0
1092256,1,0
1092321,1,0
1092381,1,0
1092386,1,0
1092395,1,0
1092440,1,0
1092472,1,0
1092528,1,0
1092557,1,0
1092569,1,0
1092598,1,0
1092623,1,0
1092628,1,0
1092735,1,0
1092767,1,0
1092824,1,0
1092839,1,0
1092870,1,0
1093012,1,0
1093013,1,0
1093020,1,0
1093090,1,0
1093102,1,0
1093157,1,0
1093176,1,0
1093184,1,0
1093208,1,0
1093224,1,0
1093232,1,0
1093255,1,0
1093258,1,0
1093339,1,0
1093417,1,0
1093457,1,0
1093479,1,0
1093483,1,0
1093497,1,0
10935,1,0
1093526,1,0
1093529,1,0
1093555,1,0
1093557,1,0
1093561,1,0
1093580,1,0
1093590,1,0
1093611,1,0
1093645,1,0
1093651,1,0
1093702,1,0
1093728,1,0
1093731,1,0
1093743,1,0
1093750,1,0
1093771,1,0
1093806,1,0
1093853,1,0
1093859,1,0
1093940,1,0
1093979,1,0
1093993,1,0
1093994,1,0
1094008,1,0
1094014,1,0
1094027,1,0
1094030,1,0
1094052,1,0
1094067,1,0
1094079,1,0
1094106,1,0
1094154,1,0
1094156,1,0
1094165,1,0
1094182,1,0
1094314,1,0
1094328,1,0
1094363,1,0
1094445,1,0
1094481,1,0
1094489,1,0
1094498,1,0
1094606,1,0
1094614,1,0
1094638,1,0
1094654,1,0
1094672,1,0
1094703,1,0
1094711,1,0
1094723,1,0
1094748,1,0
1094759,1,0
1094769,1,0
1094774,1,0
1094785,1,0
1094788,1,0
1094845,1,0
1094890,1,0
1094903,1,0
1094959,1,0
1095110,1,0
1095171,1,0
1095197,1,0
1095239,1,0
1095255,1,0
1095265,1,0
1095272,1,0
1095279,1,0
1095296,1,0
1095303,1,0
1095309,1,0
1095327,1,0
1095328,1,0
1095330,1,0
1095370,1,0
1095398,1,0
1095406,1,0
1095437,1,0
1095503,1,0
1095529,1,0
1095537,1,0
1095542,1,0
1095573,1,0
1095574,1,0
1095582,1,0
1095697,1,0
1095769,1,0
1095784,1,0
1095809,1,0
1095896,1,0
1095927,1,0
1096004,1,0
1096043,1,0
1096054,1,0
1096065,1,0
1096067,1,0
1096077,1,0
1096080,1,0
1096082,1,0
1096083,1,0
1096102,1,0
1096134,1,0
1096139,1,0
1096154,1,0
1096181,1,0
1096195,1,0
1096200,1,0
1096220,1,0
1096221,1,0
1096237,1,0
1096239,1,0
1096284,1,0
1096311,1,0
1096354,1,0
1096371,1,0
1096373,1,0
1096406,1,0
1096448,1,0
1096492,1,0
1096500,1,0
1096531,1,0
1096559,1,0
1096563,1,0
1096566,1,0
1096619,1,0
1096651,1,0
1096665,1,0
1096683,1,0
1096690,1,0
1096697,1,0
1096764,1,0
1096799,1,0
1096812,1,0
1096867,1,0
1096876,1,0
1096953,1,0
1096957,1,0
1096961,1,0
1096962,1,0
1097004,1,0
1097041,1,0
1097057,1,0
1097067,1,0
1097068,1,0
1097101,1,0
1097102,1,0
1097146,1,0
1097170,1,0
1097199,1,0
1097231,1,0
1097329,1,0
1097372,1,0
1097394,1,0
1097552,1,0
1097560,1,0
1097591,1,0
1097641,1,0
1097694,1,0
1097709,1,0
1097771,1,0
1097796,1,0
1097808,1,0
1097846,1,0
1097873,1,0
1097885,1,0
1097961,1,0
1097984,1,0
1098044,1,0
1098058,1,0
1098066,1,0
1098134,1,0
1098145,1,0
1098172,1,0
1098198,1,0
1098224,1,0
1098229,1,0
1098267,1,0
1098273,1,0
1098280,1,0
1098293,1,0
1098309,1,0
1098363,1,0
1098397,1,0
1098442,1,0
1098452,1,0
1098468,1,0
1098470,1,0
1098479,1,0
1098525,1,0
1098569,1,0
1098588,1,0
1098638,1,0
1098654,1,0
1098723,1,0
1098753,1,0
1098760,1,0
1098764,1,0
109877,1,0
1098851,1,0
1098869,1,0
1098880,1,0
1098883,1,0
1098901,1,0
1098902,1,0
1098972,1,0
1099060,1,0
1099135,1,0
1099140,1,0
1099154,1,0
1099232,1,0
1099247,1,0
1099278,1,0
1099280,1,0
1099282,1,0
1099288,1,0
1099306,1,0
1099314,1,0
1099323,1,0
1099341,1,0
1099369,1,0
1099386,1,0
1099402,1,0
1099453,1,0
1099464,1,0
1099475,1,0
1099489,1,0
1099512,1,0
1099599,1,0
1099723,1,0
1099738,1,0
1099745,1,0
1099917,1,0
1099928,1,0
1099932,1,0
1099941,1,0
1099978,1,0
1099988,1,0
1099993,1,0
1100004,1,0
1100035,1,0
1100048,1,0
1100163,1,0
1100164,1,0
1100182,1,0
1100206,1,0
1100217,1,0
1100230,1,0
1100276,1,0
1100290,1,0
1100316,1,0
1100347,1,0
1100373,1,0
1100400,1,0
1100446,1,0
1100461,1,0
1100465,1,0
1100512,1,0
1100517,1,0
1100528,1,0
1100531,1,0
1100590,1,0
1100612,1,0
1100628,1,0
1100661,1,0
1100668,1,0
1100707,1,0
1100730,1,0
1100777,1,0
1100800,1,0
1100819,1,0
1100920,1,0
1100922,1,0
1101035,1,0
1101071,1,0
1101083,1,0
1101146,1,0
1101206,1,0
1101211,1,0
1101242,1,0
1101281,1,0
1101293,1,0
1101309,1,0
1101314,1,0
1101348,1,0
1101357,1,0
1101425,1,0
1101433,1,0
1101467,1,0
1101485,1,0
1101531,1,0
1101551,1,0
1101723,1,0
1101750,1,0
1101771,1,0
1101777,1,0
1101781,1,0
1101802,1,0
1101827,1,0
1101836,1,0
1101860,1,0
1101893,1,0
1101915,1,0
1101928,1,0
1101949,1,0
1101986,1,0
1102013,1,0
1102017,1,0
1102025,1,0
1102091,1,0
1102104,1,0
1102156,1,0
1102160,1,0
1102169,1,0
1102175,1,0
1102181,1,0
1102196,1,0
1102210,1,0
1102219,1,0
1102230,1,0
1102252,1,0
1102270,1,0
1102277,1,0
1102278,1,0
1102284,1,0
1102319,1,0
1102333,1,0
1102356,1,0
1102362,1,0
1102399,1,0
1102439,1,0
1102453,1,0
1102490,1,0
1102506,1,0
1102559,1,0
1102573,1,0
1102592,1,0
1102648,1,0
1102653,1,0
1102699,1,0
1102718,1,0
1102743,1,0
1102824,1,0
1102825,1,0
1102957,1,0
1103051,1,0
1103091,1,0
1103092,1,0
1103100,1,0
1103110,1,0
1103245,1,0
1103249,1,0
1103257,1,0
1103316,1,0
1103336,1,0
1103410,1,0
1103430,1,0
1103450,1,0
1103499,1,0
1103564,1,0
1103565,1,0
1103608,1,0
1103624,1,0
1103767,1,0
1103813,1,0
1103817,1,0
1103830,1,0
1103832,1,0
1103851,1,0
1103896,1,0
1103904,1,0
1103905,1,0
1103939,1,0
1103967,1,0
1103969,1,0
1103977,1,0
1103979,1,0
1103994,1,0
1104078,1,0
1104133,1,0
1104139,1,0
1104202,1,0
1104225,1,0
1104240,1,0
1104266,1,0
1104315,1,0
1104325,1,0
1104333,1,0
1104389,1,0
1104402,1,0
1104410,1,0
1104433,1,0
1104447,1,0
1104457,1,0
1104462,1,0
1104491,1,0
1104514,1,0
1104575,1,0
1104610,1,0
1104649,1,0
1104657,1,0
1104671,1,0
1104697,1,0
1104741,1,0
1104786,1,0
1104798,1,0
1104818,1,0
1104929,1,0
1104937,1,0
1104940,1,0
1104955,1,0
1104957,1,0
1104965,1,0
1104975,1,0
1104987,1,0
1105021,1,0
1105084,1,0
1105106,1,0
1105130,1,0
1105198,1,0
1105222,1,0
1105236,1,0
1105252,1,0
1105270,1,0
1105352,1,0
1105355,1,0
1105358,1,0
1105373,1,0
1105399,1,0
1105453,1,0
1105471,1,0
1105594,1,0
1105606,1,0
1105652,1,0
1105654,1,0
1105675,1,0
1105678,1,0
1105691,1,0
1105758,1,0
1105768,1,0
1105818,1,0
1105843,1,0
1105855,1,0
1105883,1,0
1105888,1,0
1105894,1,0
1105896,1,0
1105919,1,0
1105958,1,0
1105964,1,0
1105972,1,0
1105993,1,0
1106064,1,0
1106070,1,0
1106086,1,0
1106095,1,0
1106115,1,0
1106136,1,0
1106145,1,0
1106153,1,0
1106195,1,0
1106242,1,0
1106297,1,0
1106298,1,0
1106354,1,0
1106378,1,0
1106379,1,0
1106425,1,0
1106454,1,0
1106478,1,0
1106490,1,0
1106541,1,0
1106544,1,0
1106563,1,0
1106615,1,0
1106617,1,0
1106658,1,0
1106661,1,0
1106684,1,0
1106720,1,0
1106722,1,0
1106735,1,0
1106761,1,0
1106883,1,0
1106894,1,0
1106901,1,0
1106947,1,0
1106956,1,0
1106963,1,0
1106984,1,0
1107030,1,0
1107041,1,0
1107045,1,0
1107094,1,0
1107121,1,0
1107132,1,0
1107177,1,0
1107257,1,0
1107299,1,0
1107333,1,0
1107352,1,0
1107396,1,0
1107411,1,0
1107418,1,0
1107429,1,0
1107460,1,0
1107472,1,0
1107473,1,0
1107491,1,0
1107566,1,0
1107600,2,0
1107605,1,0
1107621,1,0
1107638,1,0
1107655,1,0
1107688,1,0
1107757,1,0
1107840,1,0
1107852,1,0
1107856,1,0
1107885,1,0
1107901,1,0
1107961,1,0
1107996,1,0
1108015,1,0
1108030,1,0
1108054,1,0
1108056,1,0
1108088,1,0
1108099,1,0
1108119,1,0
1108136,1,0
1108155,1,0
1108157,1,0
1108177,1,0
1108203,1,0
1108218,1,0
1108224,1,0
1108259,1,0
1108261,1,0
1108263,1,0
1108265,1,0
1108289,1,0
1108327,1,0
1108347,1,0
1108348,1,0
1108361,1,0
1108424,1,0
1108464,1,0
1108508,1,0
1108547,1,0
1108597,1,0
1108620,1,0
1108630,1,0
1108689,1,0
1108722,1,0
1108776,1,0
1108782,1,0
1108830,1,0
1108838,1,0
1108904,1,0
1108910,1,0
1108935,1,0
1108967,1,0
1108972,1,0
1108987,1,0
1108997,1,0
1108998,1,0
1109075,1,0
1109077,1,0
1109082,1,0
1109088,1,0
1109105,1,0
1109112,1,0
1109166,1,0
1109268,1,0
1109294,1,0
1109317,1,0
1109333,1,0
1109357,1,0
1109365,1,0
1109375,1,0
1109400,1,0
1109402,1,0
1109423,1,0
1109456,1,0
1109485,1,0
1109487,1,0
1109509,1,0
1109511,1,0
1109576,1,0
1109591,1,0
1109639,1,0
1109721,1,0
1109736,1,0
1109816,1,0
1109874,1,0
1109947,1,0
1109960,1,0
1109978,1,0
1109981,1,0
1109996,1,0
1110017,1,0
1110111,1,0
1110290,1,0
1110302,1,0
1110361,1,0
1110369,1,0
1110424,1,0
1110446,1,0
1110487,1,0
1110503,1,0
1110519,1,0
1110570,1,0
1110571,1,0
1110613,1,0
111067,1,0
1110721,1,0
1110730,1,0
1110735,1,0
1110776,1,0
11108,1,0
1110803,1,0
1110806,1,0
111081,1,0
1110811,1,0
1110826,1,0
1110827,1,0
1110828,1,0
1110833,1,0
1110836,1,0
1110899,1,0
1110906,1,0
1110994,1,0
1111001,1,0
1111022,1,0
1111066,1,0
1111068,1,0
1111103,1,0
1111128,1,0
1111129,1,0
1111140,1,0
1111158,1,0
1111182,1,0
1111216,1,0
1111221,1,0
1111337,1,0
1111339,1,0
1111352,1,0
1111406,1,0
1111423,1,0
1111437,1,0
1111448,1,0
1111450,1,0
1111473,1,0
1111568,1,0
1111572,1,0
1111605,1,0
1111634,1,0
1111660,1,0
1111701,1,0
1111704,1,0
1111734,1,0
1111758,1,0
1111767,1,0
1111818,1,0
1111842,1,0
1111852,1,0
1111859,1,0
1111863,1,0
1111904,1,0
1111927,1,0
1111964,1,0
1111981,1,0
1111987,1,0
1112061,1,0
1112106,1,0
1112137,1,0
1112139,1,0
1112196,1,0
1112222,1,0
1112225,1,0
1112237,1,0
1112248,1,0
1112261,1,0
1112311,1,0
1112338,1,0
1112339,1,0
1112361,1,0
1112374,1,0
1112375,1,0
1112378,1,0
1112411,1,0
1112425,1,0
1112475,1,0
1112488,1,0
1112493,1,0
1112527,1,0
1112610,1,0
1112624,1,0
1112649,1,0
1112725,1,0
1112729,1,0
1112739,1,0
1112756,1,0
1112779,1,0
1112786,1,0
1112799,1,0
1112809,1,0
1112905,1,0
1112940,1,0
1112943,1,0
1112949,1,0
1113003,1,0
1113052,1,0
1113070,1,0
1113148,1,0
1113150,1,0
1113157,1,0
1113194,1,0
1113200,1,0
1113204,1,0
1113229,1,0
1113282,1,0
1113317,1,0
1113402,1,0
1113419,1,0
1113449,1,0
1113513,1,0
1113515,1,0
1113571,1,0
1113589,1,0
1113613,1,0
1113661,1,0
1113663,1,0
1113720,1,0
1113746,1,0
1113774,1,0
1113810,1,0
1113812,1,0
1113833,1,0
1113835,1,0
1113837,1,0
1113859,1,0
1113863,1,0
1113874,1,0
1113899,1,0
1113940,1,0
1113960,1,0
1113990,1,0
1114020,1,0
1114035,1,0
1114054,1,0
1114067,1,0
1114075,1,0
1114101,1,0
1114167,1,0
1114174,1,0
1114179,1,0
1114187,1,0
1114189,1,0
1114203,1,0
1114219,1,0
1114220,1,0
1114223,1,0
1114244,1,0
1114245,1,0
1114257,1,0
1114259,1,0
1114341,1,0
1114402,1,0
1114403,1,0
1114408,1,0
1114505,1,0
1114551,1,0
1114572,1,0
1114578,1,0
1114638,1,0
1114661,1,0
1114674,1,0
1114675,1,0
1114685,1,0
1114691,1,0
1114692,1,0
1114743,1,0
1114782,1,0
1114784,1,0
1114799,1,0
1114800,1,0
1114835,1,0
1114836,1,0
1114850,1,0
1114857,1,0
1114874,1,0
1114893,1,0
1114895,1,0
1114926,1,0
1114949,1,0
1114997,1,0
1115033,1,0
1115064,1,0
1115084,1,0
1115128,1,0
1115133,1,0
1115134,1,0
1115184,1,0
1115188,1,0
1115199,1,0
1115295,1,0
1115318,1,0
1115337,1,0
1115399,1,0
1115428,1,0
1115433,1,0
1115456,1,0
1115496,1,0
1115503,1,0
1115558,1,0
1115572,1,0
1115602,1,0
1115607,1,0
1115650,1,0
